ID;TERMS (PT-NPT);RELATIONS;PT;MT
1225;eating habits;;;2026 consumption
2832;eavesdropping;USE;protection of communications;1236 rights and freedoms
7342;ecclesiastical council;;;2831 culture and religion
5305;echography;USE;medical diagnosis;2841 health
3139;eco-balance;USE;environmental impact;5206 environmental policy
5585;eco-development;USE;sustainable development;1606 economic policy
8471;eco-friendly tourism;USE;ecological tourism;2826 social affairs
c_165899a6;eco-industry;USE;environmental industry;5206 environmental policy
5696;eco-label;;;2031 marketing
c_18802d13;ecodesign;;;6411 technology and technical regulations
3139;ecological assessment;USE;environmental impact;5206 environmental policy
844;ecological balance;;;5211 natural environment
3139;ecological balance sheet;USE;environmental impact;5206 environmental policy
c_749f2ce9;ecological economy;USE;green economy;5206 environmental policy
568;ecological farming;USE;organic farming;5621 cultivation of agricultural land
5464;ecological niche;USE;biotope;5211 natural environment
8471;ecological tourism;;;2826 social affairs
5958;ecologically sensitive area;USE;sensitive area;5216 deterioration of the environment
c_749f2ce9;ecologically sustainable growth;USE;green economy;5206 environmental policy
c_82916123;ecological footprint;;;5206 environmental policy
633;ecologism;;;0406 political framework
632;ecology;;;3606 natural and applied sciences
2007;ecology movement;;;0431 politics and public safety
1955;econometric model;USE;economic model;1631 economic analysis
634;econometrics;;;1631 economic analysis
3083;economic accounts for agriculture;;;1626 national accounts
5992;economic activity;;;1611 economic conditions
536;economic aggregate;;;1626 national accounts
2928;economic agreement;;;0806 international affairs
899;economic aid;;;0811 cooperation policy
202;economic alignment;USE;economic convergence;1606 economic policy
1800;economic analysis;;;1631 economic analysis
5499;economic and social cohesion;;;1016 European construction
3899;economic and social rights;USE;social rights;1236 rights and freedoms
2497;economic approach;USE;economic policy;1606 economic policy
3058;economic area;USE;economic region;1616 regions and regional policy
84;economic aspect;USE;economic conditions;1611 economic conditions
1345;economic autonomy;USE;economic independence;0806 international affairs
2497;economic choice;USE;economic policy;1606 economic policy
5499;economic cohesion;USE;economic and social cohesion;1016 European construction
69;economic concentration;;;4006 business organisation
84;economic conditions;;;1611 economic conditions
3086;economic consequence;;;1631 economic analysis
4283;economic contingency stock;;;2006 trade policy
202;economic convergence;;;1606 economic policy
3066;economic conversion;;;1606 economic policy
209;economic cooperation;;;0811 cooperation policy
224;economic cooperation between developing countries;USE;South-South cooperation;0811 cooperation policy
574;economic crime;USE;economic offence;1216 criminal law
2910;economic crisis;USE;economic recession;1611 economic conditions
335;economic cycle;;;1611 economic conditions
1345;economic dependence;USE;economic independence;0806 international affairs
2910;economic depression;USE;economic recession;1611 economic conditions
427;economic development;;;1611 economic conditions
455;economic discrimination;;;1236 rights and freedoms
461;economic disparity;;;1611 economic conditions
1800;economic evaluation;USE;economic analysis;1631 economic analysis
310;economic expansion;USE;economic growth;1611 economic conditions
1040;economic fluctuation;;;1611 economic conditions
2616;economic forecasting;;;1631 economic analysis
1149;economic geography;;;3606 natural and applied sciences
6125;economic globalisation;USE;globalisation;1606 economic policy
6125;economic globalization;USE;globalisation;1606 economic policy
c_6cfce4be;economic governance (EU);;;2411 monetary economics
c_6cfce4be;economic governance of the EU;USE;economic governance (EU);2411 monetary economics
c_6cfce4be;economic governance of the European Union;USE;economic governance (EU);2411 monetary economics
310;economic growth;;;1611 economic conditions
202;economic harmonisation;USE;economic convergence;1606 economic policy
461;economic imbalance;USE;economic disparity;1611 economic conditions
3086;economic impact;USE;economic consequence;1631 economic analysis
3086;economic implication;USE;economic consequence;1631 economic analysis
1345;economic independence;;;0806 international affairs
1352;economic indicator;;;1631 economic analysis
5673;economic infrastructure;;;1606 economic policy
5682;economic instrument for environmental protection;USE;economic instrument for the environment;5206 environmental policy
5682;economic instrument for the environment;;;5206 environmental policy
1463;economic integration;;;1606 economic policy
6120;economic intelligence;;;3231 information and information processing
1472;economic interdependence;;;1611 economic conditions
4077;economic liberalism;;;1606 economic policy
1955;economic model;;;1631 economic analysis
574;economic offence;;;1216 criminal law
2402;economic planning;;;1606 economic policy
2497;economic policy;;;1606 economic policy
2627;economic priority;;;1606 economic policy
2402;economic programming;USE;economic planning;1606 economic policy
2616;economic projection;USE;economic forecasting;1631 economic analysis
2616;economic prospects;USE;economic forecasting;1631 economic analysis
2910;economic recession;;;1611 economic conditions
2933;economic reconstruction;;;1611 economic conditions
3066;economic reconversion;USE;economic conversion;1606 economic policy
3400;economic recovery;;;1611 economic conditions
5840;economic reform;;;1621 economic structure
3058;economic region;;;1616 regions and regional policy
3219;economic relations;;;0806 international affairs
3533;economic resources;;;1611 economic conditions
3901;economic rights;;;1236 rights and freedoms
3870;economic sanctions;;;0806 international affairs
3933;economic science;USE;economics;3611 humanities
4006;economic sector;;;1621 economic structure
5146;economic situation;;;1611 economic conditions
3082;economic solidarity;USE;social economy;1621 economic structure
4250;economic stabilisation;;;1611 economic conditions
4250;economic stability;USE;economic stabilisation;1611 economic conditions
4250;economic stabilization;USE;economic stabilisation;1611 economic conditions
4254;economic stagnation;;;1611 economic conditions
4262;economic statistics;;;1631 economic analysis
4302;economic structure;;;1631 economic analysis
1800;economic study;USE;economic analysis;1631 economic analysis
712;economic support;;;1606 economic policy
770;economic survey;;;1631 economic analysis
3013;economic system;;;1621 economic structure
358;economic take-off;;;1611 economic conditions
3933;economic theory;USE;economics;3611 humanities
6143;economic transition;;;1611 economic conditions
112;economic trend;USE;short-term economic prospects;1611 economic conditions
4601;economic union;;;1621 economic structure
427;economic upswing;USE;economic development;1611 economic conditions
6786;economic value;;;1631 economic analysis
3058;economic zone;USE;economic region;1616 regions and regional policy
2281;economically weak;USE;poverty;1626 national accounts
3933;economics;;;3611 humanities
c_87ccc7c3;economics analyst;USE;economics profession;1621 economic structure
c_87ccc7c3;economics profession;;;1621 economic structure
c_87ccc7c3;economics science researcher;USE;economics profession;1621 economic structure
641;economies of scale;;;6406 production
c_87ccc7c3;economist;USE;economics profession;1621 economic structure
